,Profits Agent 0,Profits Agent 1,Price Agent 0,Price Agent 1
0,0.08641080954590953,0.28060126245224914,1.8666666666666667,1.3333333333333333
1,0.046602063846415506,0.060972090248948195,1.7333333333333334,1.0666666666666667
2,0.23846938338525386,0.18652954964246343,1.4,1.5333333333333332
3,0.40888786520614495,0.23383202298040995,1.7333333333333334,1.9333333333333333
4,0.1609452349736471,0.09748284758703295,1.2,1.6
5,0.11069964407995905,0.11305065926362809,1.2,1.2666666666666666
6,0.06868207125822043,0.11597603959698376,1.6666666666666665,1.1333333333333333
7,0.2699343212984951,0.3987805097492752,2.0,1.8666666666666667
8,0.09005662971492313,0.10116263035423655,1.1333333333333333,1.3333333333333333
9,0.09800259903388535,0.09800259903388535,1.2,1.2
10,0.12495389614141869,0.30945034957147327,1.8,1.4
11,0.17675961767013781,0.0641410829570159,1.2,1.8
12,0.27249236968976237,0.27249236968976237,1.6,1.6
13,0.3266200709337274,0.3266200709337274,1.8,1.8
14,0.1243800666821969,0.03549003954259752,1.1333333333333333,1.9333333333333333
15,0.06618407032112525,0.0,1.4,1.0
16,0.08624070266021303,0.16730794847883962,1.6666666666666665,1.2
17,0.2621823069451867,0.11645412867448611,1.3333333333333333,1.7333333333333334
18,0.1910691563188087,0.2976625592920235,1.6666666666666665,1.4666666666666668
19,0.2064337569023191,0.2736906560753148,1.6,1.4666666666666668
20,0.05423933953504201,0.18014031314877024,1.8666666666666667,1.2
21,0.0505010810076447,0.12113455342939838,1.8,1.1333333333333333
22,0.12289477989261849,0.12015959670253686,1.2,1.3333333333333333
23,0.2597323467739418,0.17505789948550532,1.4,1.6
24,0.030790714207005694,0.0,1.8,1.0
25,0.4365303596551917,0.17260223025860613,1.6666666666666665,2.0
26,0.2176947819591742,0.36336648537703936,1.8,1.6
27,0.33766534646698476,0.15258448966209007,1.4666666666666668,1.8
28,0.16692239697050393,0.18161228734847415,1.4,1.3333333333333333
29,0.1725321809688277,0.07492843261819127,1.2,1.7333333333333334
30,0.09669458471371563,0.08241302977668137,1.2666666666666666,1.1333333333333333
31,0.11645412867448611,0.2621823069451867,1.7333333333333334,1.3333333333333333
32,0.03768958303527899,0.18492416678588836,2.0,1.2
33,0.062209303140629876,0.058358983907600324,1.6,1.0666666666666667
34,0.12987733989644723,0.12987733989644723,1.2666666666666666,1.2666666666666666
35,0.1403456401858013,0.14658879496267918,1.3333333333333333,1.2666666666666666
36,0.16730794847883962,0.08624070266021303,1.2,1.6666666666666665
37,0.12987733989644723,0.12987733989644723,1.2666666666666666,1.2666666666666666
38,0.062209303140629876,0.058358983907600324,1.6,1.0666666666666667
39,0.21544222063085877,0.1925155190716142,1.4,1.4666666666666668
40,0.12113455342939838,0.0505010810076447,1.1333333333333333,1.8
41,0.12495389614141869,0.30945034957147327,1.8,1.4
42,0.1403456401858013,0.14658879496267918,1.3333333333333333,1.2666666666666666
43,0.03952668952613908,0.06189273533450815,1.8,1.0666666666666667
44,0.3333333333333333,0.3333333333333333,2.0,2.0
45,0.12289477989261849,0.12015959670253686,1.2,1.3333333333333333
46,0.08241302977668137,0.09669458471371563,1.1333333333333333,1.2666666666666666
47,0.027616903849025196,0.06318313287203199,1.9333333333333333,1.0666666666666667
48,0.1438221396022033,0.42741343247735614,2.0,1.6
49,0.0,0.028618221428951214,1.0,1.0666666666666667
50,0.33250887162871884,0.20543306691698782,1.5333333333333332,1.7333333333333334
51,0.0,0.06618407032112525,1.0,1.4
52,0.30628730584563946,0.22460286257282158,1.5333333333333332,1.6666666666666665
53,0.0543858291815936,0.07686216678011107,1.0666666666666667,1.4666666666666668
54,0.17260223025860613,0.4365303596551917,2.0,1.6666666666666665
55,0.3686359271090462,0.30251646762015383,1.9333333333333333,2.0
56,0.0505010810076447,0.12113455342939838,1.8,1.1333333333333333
57,0.4073496480537653,0.11810970494959498,1.5333333333333332,2.0
58,0.054258887872305546,0.05981052912338791,1.6666666666666665,1.0666666666666667
59,0.3929320978140488,0.26893081799121743,1.8,1.9333333333333333
60,0.06189273533450815,0.03952668952613908,1.0666666666666667,1.8
61,0.1438221396022033,0.42741343247735614,2.0,1.6
62,0.18014031314877024,0.05423933953504201,1.2,1.8666666666666667
63,0.28060126245224914,0.08641080954590953,1.3333333333333333,1.8666666666666667
64,0.18652954964246343,0.23846938338525386,1.5333333333333332,1.4
65,0.10812703514747354,0.08732188758944257,1.1333333333333333,1.5333333333333332
66,0.23846938338525386,0.18652954964246343,1.4,1.5333333333333332
67,0.40888786520614495,0.23383202298040995,1.7333333333333334,1.9333333333333333
68,0.2597323467739418,0.17505789948550532,1.4,1.6
69,0.1925155190716142,0.21544222063085877,1.4666666666666668,1.4
70,0.1403456401858013,0.14658879496267918,1.3333333333333333,1.2666666666666666
71,0.3284840098793966,0.27675473305291126,1.6666666666666665,1.7333333333333334
72,0.28060126245224914,0.08641080954590953,1.3333333333333333,1.8666666666666667
73,0.06189273533450815,0.03952668952613908,1.0666666666666667,1.8
74,0.2621823069451867,0.11645412867448611,1.3333333333333333,1.7333333333333334
75,0.11336996599223703,0.3665650488341028,1.9333333333333333,1.4666666666666668
76,0.31906745897507527,0.17255585956996639,1.4666666666666668,1.7333333333333334
77,0.25365148518098457,0.36031296311320726,1.8,1.6666666666666665
78,0.10297456987118397,0.09500330670859712,1.1333333333333333,1.4666666666666668
79,0.28730643837953057,0.07297878575865283,1.3333333333333333,1.9333333333333333
80,0.13955414860293022,0.177476268260995,1.4666666666666668,1.2666666666666666
