,Profits,Price
0,0.02590792067348957,2.0
1,0.1439473181962967,1.5409998893737793
2,0.1503981053829193,1.4929999113082886
3,0.15764187276363373,1.4630000591278076
4,0.14680442214012146,1.5130000114440918
5,0.1624699831008911,1.5399999618530273
6,0.15282411873340607,1.4670000076293945
7,0.14597132802009583,1.4260001182556152
8,0.1349349468946457,1.444000244140625
9,0.14285460114479065,1.467000126838684
10,0.16571079194545746,1.508000135421753
11,0.147037535905838,1.4509998559951782
12,0.15643572807312012,1.4529998302459717
13,0.15004949271678925,1.4550000429153442
14,0.17518477141857147,1.4870002269744873
15,0.16653653979301453,1.5149998664855957
16,0.16376760601997375,1.4939998388290405
17,0.16455955803394318,1.4610000848770142
18,0.15288735926151276,1.4630001783370972
19,0.1680249720811844,1.4839997291564941
20,0.15617167949676514,1.5190000534057617
21,0.18010243773460388,1.436000108718872
22,0.16841034591197968,1.494999885559082
23,0.15787936747074127,1.4739999771118164
24,0.1772599220275879,1.5470001697540283
25,0.16820292174816132,1.499000072479248
26,0.1721363663673401,1.5690001249313354
27,0.15928815305233002,1.5239999294281006
28,0.1819121390581131,1.5169999599456787
29,0.1689719408750534,1.4880000352859497
30,0.17493106424808502,1.496999979019165
31,0.16285192966461182,1.4860001802444458
32,0.1623191088438034,1.4919999837875366
33,0.15952478349208832,1.4960001707077026
34,0.14641359448432922,1.4080002307891846
35,0.13802577555179596,1.5629998445510864
36,0.1509494036436081,1.5419999361038208
37,0.16237522661685944,1.522999882698059
38,0.181892529129982,1.5019999742507935
39,0.15380790829658508,1.49399995803833
40,0.16934286057949066,1.4650001525878906
41,0.17757974565029144,1.5369998216629028
42,0.18367843329906464,1.5280002355575562
43,0.1451118141412735,1.4249998331069946
44,0.15485429763793945,1.528999924659729
45,0.15379691123962402,1.467000126838684
46,0.1530860811471939,1.5619999170303345
47,0.15222632884979248,1.500999927520752
48,0.16772224009037018,1.4969998598098755
49,0.1533551663160324,1.5080000162124634
50,0.16789376735687256,1.4560000896453857
51,0.14484475553035736,1.4589999914169312
52,0.1836346834897995,1.5179998874664307
53,0.14611762762069702,1.4830000400543213
54,0.160644993185997,1.4880000352859497
55,0.14831526577472687,1.4900000095367432
56,0.18285413086414337,1.5089998245239258
57,0.1538589745759964,1.4709999561309814
