,investment,durable_stock,y_list
0,0.24084101617336273,3.0,1.0777332391386387
1,0.23817219957709312,3.1395623683929443,1.0940270781325951
2,0.2356934268027544,3.2745466232299805,1.1093310072053069
3,0.23343944922089577,3.40502667427063,1.123727565650274
4,0.2314183320850134,3.5311479568481445,1.1372960096595455
5,0.22961893863976002,3.653093099594116,1.150109809720856
6,0.228019243106246,3.7710564136505127,1.1622353031038113
7,0.22659306600689888,3.885226249694824,1.1737311945976088
8,0.22531431168317795,3.995776653289795,1.1846489151379918
9,0.22415928542613983,4.102863788604736,1.1950332968499808
10,0.22310756519436836,4.206626892089844,1.2049235186492244
11,0.22214211151003838,4.307189464569092,1.2143539098355587
12,0.22124900668859482,4.404661178588867,1.2233546880385076
13,0.22041699849069118,4.499140739440918,1.2319526735246618
14,0.21963703632354736,4.5907182693481445,1.2401718661320376
15,0.21890187077224255,4.679477214813232,1.2480339070738646
16,0.21820567920804024,4.765495300292969,1.2555584014543961
17,0.21754378452897072,4.848845481872559,2.1046053339681303
18,0.2697640284895897,5.112735271453857,2.1417343596715663
19,0.26758038625121117,5.485988616943359,1.3152714133945498
20,0.21172640100121498,5.618489742279053,1.325670917487875
21,0.2113107182085514,5.674429893493652,1.3300121269856409
22,0.21090874075889587,5.728498458862305,1.334180926241131
23,0.2105199471116066,5.7807488441467285,1.338184566328258
24,0.21014389023184776,5.831233501434326,1.3420299438016339
25,0.20978013053536415,5.880003452301025,1.3457235889347676
26,0.20942826569080353,5.927109241485596,1.3492717603185191
27,0.20908792689442635,5.97260046005249,1.3526804282015181
28,0.20875874906778336,6.016525745391846,1.3559552926792717
29,0.2084403969347477,6.058932304382324,1.3591017649729304
30,0.2081325426697731,6.09986686706543,1.3621250536273497
31,0.2078348584473133,6.139374732971191,1.3650301075304712
32,0.20754706487059593,6.1775007247924805,1.3678216989720235
33,0.2072688527405262,6.214288234710693,1.3705043650682593
34,0.20699994266033173,6.24977970123291,1.3730824536237882
35,0.20674005895853043,6.2840166091918945,1.3755601328303406
36,0.2064889371395111,6.317039489746094,1.3779414001790848
37,0.2062463015317917,6.3488874435424805,1.3802300564487238
38,0.20601192489266396,6.379599094390869,1.3824297819994995
39,0.20578553900122643,6.409212112426758,1.384544109154853
40,0.2055668979883194,6.43776273727417,1.3865763947192533
41,0.20535578578710556,6.4652862548828125,1.3885298601691347
42,0.20515195280313492,6.491817474365234,1.390407630770827
43,0.20495517551898956,6.51738977432251,1.3922126729118751
44,0.20476525649428368,6.5420355796813965,1.3939478327140555
45,0.20458195731043816,6.565786361694336,1.3956158403047771
46,0.2044050693511963,6.588672637939453,1.397219313767538
47,0.20423439890146255,6.610724449157715,1.3987607960918205
48,0.20406975969672203,6.631970405578613,1.400242691751287
49,0.2039109282195568,6.652438640594482,1.4016673365174728
50,0.20375774055719376,6.67215633392334,1.4030369669404215
51,0.20360998809337616,6.691149711608887,1.4043537230601215
52,0.20346751436591148,6.709444046020508,1.4056196509177379
53,0.2033301405608654,6.72706413269043,1.4068367377897748
54,0.20319769904017448,6.7440338134765625,1.408006881212866
55,0.2030700109899044,6.760376453399658,1.4091319238021462
56,0.20294693484902382,6.776113986968994,1.4102135893697343
57,0.2028283029794693,6.7912678718566895,1.4112535503214896
58,0.2027139775454998,6.805859088897705,1.4122534290260087
59,0.2026037909090519,6.819908142089844,1.4132147990939212
60,0.20249762013554573,6.833434581756592,1.4141391540093053
61,0.20239531621336937,6.846457004547119,1.415027908454073
62,0.20229675620794296,6.8589935302734375,1.4158824320163539
63,0.20220180228352547,6.871062278747559,1.4167040825780133
64,0.20211032405495644,6.8826799392700195,1.4174941097895069
65,0.20202220603823662,6.893862724304199,1.4182537210052262
66,0.20193732902407646,6.904626846313477,1.4189841143766067
67,0.2018555849790573,6.914987564086914,1.4196864147823622
68,0.20177686214447021,6.924959659576416,1.420361706930626
69,0.20170104131102562,6.9345574378967285,2.368351726621924
70,0.2555261175148189,7.13487434387207,1.434427993003362
71,0.19945794716477394,7.216012954711914,1.439790732392313
72,0.1994697041809559,7.214550018310547,1.4396944003087535
73,0.19948100671172142,7.213143348693848,1.4396017609622647
74,0.19949186965823174,7.211791038513184,1.439512690164614
75,0.19950231909751892,7.210490703582764,1.4394270321968494
76,0.19951236248016357,7.209239959716797,1.4393446312137625
77,0.19952203333377838,7.208037376403809,1.439265394091422
78,0.19953131303191185,7.206881046295166,1.439189196197414
79,0.19954024255275726,7.205769062042236,1.439115912805427
80,0.19954882934689522,7.204699993133545,1.439045450530332
81,0.1995570883154869,7.203671932220459,2.398296140804076
82,0.2534246197901666,7.394122123718262,2.4190374804894414
83,0.2508436352945864,7.711400985717773,2.452810505366025
84,0.24836477893404663,8.018217086791992,2.484595477573848
85,0.2460089041851461,8.314574241638184,2.5145322969974693
86,0.24378778412938118,8.60058879852295,2.5427538103761913
87,0.241705983877182,8.876457214355469,2.5693845134130493
88,0.23976263031363487,9.142434120178223,2.594540295442964
89,0.2379531804472208,9.398810386657715,2.618328096858684
90,0.23627076111733913,9.64589786529541,2.6408460869692223
91,0.23470725864171982,9.884016990661621,2.6621839603913715
92,0.23325403220951557,10.113490104675293,2.682423596416899
93,0.23190241865813732,10.334636688232422,2.701639724859427
94,0.23064406588673592,10.547767639160156,2.719900368200814
95,0.2294710911810398,10.753186225891113,2.737267734111561
96,0.2283762078732252,10.95118236541748,2.753798421685964
97,0.22735272347927094,11.142037391662598,2.769544418435065
98,0.22639455273747444,11.326019287109375,2.7845532083027114
99,0.22549619153141975,11.503386497497559,2.798868522586226
