,k_agg,shock_agg
425,7518.5528927730065,1
426,7535.513456925173,1
427,7552.561824393281,1
428,7569.694127212773,1
429,7586.906749972193,1
430,7604.196301634991,1
431,7621.555646594559,1
432,7638.981010784298,1
433,7656.469027112592,1
434,7674.01667712806,1
435,7691.621241679244,1
436,7709.280257708906,1
437,7726.991481786262,1
438,7744.752858597222,1
439,7762.56249367851,0
440,7780.418630513734,0
441,7798.157671210576,0
442,7815.784718165473,0
443,7833.304840371045,0
444,7850.723043610477,0
445,7868.044246011097,0
446,7885.273258000645,0
447,7902.414765920404,0
448,7919.473319741081,0
449,7936.453323436257,0
450,7953.359027587161,0
451,7970.193555575829,0
452,7986.960039611567,0
453,8003.661647192006,0
454,8020.301549023396,0
455,8036.882893141298,0
456,8053.408782862041,0
457,8069.882259677082,0
458,8086.306288876831,0
459,8102.683749031725,1
460,8119.017423606556,1
461,8135.469586469215,1
462,8152.033984196033,1
463,8168.704897897667,1
464,8185.47707771625,1
465,8202.345686545563,1
466,8219.306250755842,1
467,8236.354618280164,1
468,8253.48692115403,1
469,8270.69954396604,1
470,8287.989095679699,1
471,8305.348440688387,1
472,8322.773804925564,1
473,8340.261821299675,1
474,8357.809471359393,1
475,8375.414035953312,1
476,8393.073052024249,1
477,8410.784276141469,1
478,8428.545652990935,1
479,8446.355288109411,0
480,8464.211424980555,0
481,8481.95046571209,0
482,8499.577512700494,0
483,8517.097634938427,0
484,8534.515838209114,0
485,8551.837040639917,0
486,8569.066052658618,0
487,8586.207560606534,0
488,8603.266114454404,0
489,8620.246118175844,0
490,8637.151822352116,0
491,8653.986350365252,0
492,8670.752834424593,0
493,8687.454442027803,0
494,8704.094343881157,0
495,8720.675688020252,0
496,8737.201577761443,0
497,8753.675054596213,0
498,8770.099083815001,0
499,8786.476543988269,1
500,8802.81021858083,1
501,8819.26238148986,1
502,8835.826779262083,1
503,8852.497693008132,1
504,8869.269872870125,1
505,8886.138481741833,1
506,8903.099045993486,1
507,8920.147413558156,1
508,8937.2797162948,1
509,8954.492338974267,1
510,8971.7818905599,1
511,8989.14123544466,1
512,9006.566599561895,1
513,9024.054615819929,1
514,9041.602265767324,1
515,9059.20683025257,1
516,9076.865846218367,1
517,9094.577070233878,1
518,9112.338446984959,1
519,9130.148082008272,0
520,9148.00421878738,0
521,9165.743259430208,0
522,9183.370306333109,0
523,9200.890428488616,0
524,9218.308631529024,0
525,9235.629833737476,0
526,9252.858845541468,0
527,9270.00035328206,0
528,9287.058906929724,0
529,9304.038910457837,0
530,9320.944614447419,0
531,9337.779142280431,0
532,9354.545626165975,0
533,9371.247233601485,0
534,9387.887135293015,0
535,9404.468479275947,0
536,9420.99436886643,0
537,9437.467845555751,0
538,9453.891874634159,0
539,9470.26933467193,1
540,9486.603009133705,1
541,9503.055171886956,1
542,9519.619569507904,1
543,9536.290483107106,1
544,9553.062662826589,1
545,9569.931271560037,1
546,9586.891835677587,1
547,9603.94020311222,1
548,9621.072505899343,1
549,9638.285128627464,1
550,9655.57468026,1
551,9672.934025190329,1
552,9690.359389351814,1
553,9707.847405652812,1
554,9725.395055641906,1
555,9742.999620167608,1
556,9760.658636172648,1
557,9778.369860226216,1
558,9796.131237014193,1
559,9813.940872073275,0
560,9831.797008887046,0
561,9849.53604956318,0
562,9867.163096498081,0
563,9884.683218684353,0
564,9902.101421905147,0
565,9919.422624287776,0
566,9936.651636259954,0
567,9953.79314416294,0
568,9970.851697967426,0
569,9987.831701646966,0
570,10004.737405782775,0
571,10021.571933756873,0
572,10038.338417778554,0
573,10055.040025345425,0
574,10071.67992716372,0
575,10088.261271268984,0
576,10104.787160977527,0
577,10121.26063778079,0
578,10137.684666969173,0
579,10154.062127113099,1
580,10170.395801677336,1
581,10186.847964529745,1
582,10203.412362246647,1
583,10220.08327593869,1
584,10236.855455747995,1
585,10253.724064568334,1
586,10270.684628769934,1
587,10287.732996285862,1
588,10304.86529915161,1
589,10322.077921955772,1
590,10339.367473661841,1
591,10356.726818663195,1
592,10374.15218289329,1
593,10391.640199260557,1
594,10409.187849313661,1
595,10426.792413901192,1
596,10444.451429965959,1
597,10462.162654077218,1
598,10479.924030920922,1
599,10497.733666033833,0
600,10515.589802899602,0
601,10533.328843625946,0
602,10550.95589060934,0
603,10568.476012842435,0
604,10585.894216108449,0
605,10603.215418534743,0
606,10620.444430549089,0
607,10637.585938492799,0
608,10654.644492336609,0
609,10671.62449605413,0
610,10688.530200226614,0
611,10705.364728236098,0
612,10722.131212291913,0
613,10738.83281989172,0
614,10755.472721741793,0
615,10772.054065877719,0
616,10788.579955615853,0
617,10805.053432447672,0
618,10821.477461663611,0
619,10837.854921834129,1
620,10854.188596424035,1
621,10870.640759330498,1
622,10887.205157100236,1
623,10903.87607084388,1
624,10920.648250703549,1
625,10937.516859573007,1
626,10954.477423822482,1
627,10971.525791385047,1
628,10988.658094119657,1
629,11005.870716797155,1
630,11023.160268380881,1
631,11040.519613263805,1
632,11057.944977379262,1
633,11075.432993635583,1
634,11092.98064358132,1
635,11110.585208064964,1
636,11128.244224029215,1
637,11145.95544804323,1
638,11163.716824792868,1
639,11181.526459814788,0
640,11199.38259659255,0
641,11217.121637234079,0
642,11234.74868413572,0
643,11252.268806290016,0
644,11269.687009329253,0
645,11287.008211536573,0
646,11304.237223339474,0
647,11321.378731079009,0
648,11338.437284725656,0
649,11355.417288252786,0
650,11372.322992241418,0
651,11389.157520073513,0
652,11405.924003958175,0
653,11422.625611392832,0
654,11439.26551308354,0
655,11455.846857065675,0
656,11472.372746655392,0
657,11488.846223343971,0
658,11505.270252421666,0
659,11521.647712458749,1
660,11537.981386919859,1
661,11554.433549672467,1
662,11570.997947292792,1
663,11587.668860891394,1
664,11604.441040610294,1
665,11621.309649343177,1
666,11638.270213460182,1
667,11655.318580894287,1
668,11672.450883680898,1
669,11689.663506408526,1
670,11706.953058040584,1
671,11724.312402970452,1
672,11741.737767131493,1
673,11759.225783432059,1
674,11776.773433420738,1
675,11794.377997946038,1
676,11812.037013950692,1
677,11829.748238003885,1
678,11847.509614791503,1
679,11865.319249850236,0
680,11883.175386663668,0
681,11900.914427339474,0
682,11918.541474274061,0
683,11936.061596460027,0
684,11953.47979968053,0
685,11970.801002062875,0
686,11988.030014034779,0
687,12005.171521937502,0
688,12022.230075741729,0
689,12039.210079421024,0
690,12056.115783556594,0
691,12072.950311530463,0
692,12089.716795551922,0
693,12106.41840311858,0
694,12123.058304936667,0
695,12139.639649041732,0
696,12156.165538750083,0
697,12172.639015553163,0
698,12189.063044741368,0
699,12205.440504885119,1
700,12221.774179449189,1
701,12238.226342301437,1
702,12254.790740018185,1
703,12271.461653710077,1
704,12288.233833519236,1
705,12305.102442339432,1
706,12322.063006540895,1
707,12339.11137405669,1
708,12356.243676922311,1
709,12373.45629972635,1
710,12390.745851432299,1
711,12408.105196433538,1
712,12425.53056066352,1
713,12443.018577030678,1
714,12460.56622708368,1
715,12478.17079167111,1
716,12495.82980773578,1
717,12513.541031846944,1
718,12531.302408690557,1
719,12549.112043803383,0
720,12566.968180669064,0
721,12584.707221395329,0
722,12602.334268378643,0
723,12619.854390611661,0
724,12637.272593877602,0
725,12654.593796303823,0
726,12671.822808318102,0
727,12688.964316261747,0
728,12706.022870105495,0
729,12723.002873822952,0
730,12739.908577995378,0
731,12756.743106004802,0
732,12773.509590060563,0
733,12790.211197660316,0
734,12806.851099510335,0
735,12823.432443646212,0
736,12839.958333384297,0
737,12856.431810216069,0
738,12872.855839431964,0
739,12889.23329960244,1
740,12905.566974192305,1
741,12922.019137098725,1
742,12938.583534868423,1
743,12955.254448612031,1
744,12972.026628471664,1
745,12988.895237341085,1
746,13005.855801590527,1
747,13022.904169153058,1
748,13040.036471887637,1
749,13057.249094565104,1
750,13074.538646148801,1
751,13091.897991031694,1
752,13109.323355147124,1
753,13126.811371403415,1
754,13144.359021349128,1
755,13161.963585832746,1
756,13179.622601796971,1
757,13197.333825810965,1
758,13215.095202560578,1
759,13232.904837582479,0
760,13250.760974360219,0
761,13268.500015001726,0
762,13286.12706190335,0
763,13303.647184057625,0
764,13321.065387096844,0
765,13338.386589304146,0
766,13355.61560110703,0
767,13372.757108846548,0
768,13389.81566249318,0
769,13406.795666020294,0
770,13423.701370008912,0
771,13440.535897840993,0
772,13457.30238172564,0
773,13474.003989160283,0
774,13490.643890850977,0
775,13507.225234833102,0
776,13523.751124422806,0
777,13540.224601111375,0
778,13556.648630189058,0
779,13573.026090226129,1
780,13589.35976468723,1
781,13605.811927439827,1
782,13622.376325060144,1
783,13639.047238658733,1
784,13655.819418377625,1
785,13672.688027110498,1
786,13689.648591227495,1
787,13706.69695866159,1
788,13723.829261448194,1
789,13741.041884175815,1
790,13758.331435807866,1
791,13775.690780737727,1
792,13793.116144898759,1
793,13810.60416119932,1
794,13828.151811187992,1
795,13845.756375713285,1
796,13863.415391717932,1
797,13881.12661577112,1
798,13898.887992558732,1
799,13916.69762761746,0
800,13934.553764430886,0
801,13952.292805106688,0
802,13969.919852041272,0
803,13987.439974227233,0
804,14004.85817744773,0
805,14022.17937983007,0
806,14039.40839180197,0
807,14056.549899704689,0
808,14073.608453508914,0
809,14090.588457188202,0
810,14107.49416132377,0
811,14124.328689297636,0
812,14141.095173319089,0
813,14157.796780885743,0
814,14174.436682703828,0
815,14191.01802680889,0
816,14207.54391651724,0
817,14224.017393320315,0
818,14240.441422508517,0
819,14256.818882652264,1
820,14273.152557216332,1
821,14289.604720068579,1
822,14306.169117785324,1
823,14322.840031477213,1
824,14339.612211286369,1
825,14356.480820106563,1
826,14373.441384308026,1
827,14390.489751823818,1
828,14407.622054689436,1
829,14424.834677493473,1
830,14442.12422919942,1
831,14459.483574200658,1
832,14476.908938430637,1
833,14494.396954797794,1
834,14511.944604850793,1
835,14529.549169438222,1
836,14547.20818550289,1
837,14564.919409614053,1
838,14582.680786457666,1
839,14600.490421570488,0
840,14618.346558436171,0
841,14636.085599162434,0
842,14653.712646145745,0
843,14671.232768378763,0
844,14688.650971644704,0
845,14705.972174070925,0
846,14723.2011860852,0
847,14740.342694028845,0
848,14757.401247872589,0
849,14774.381251590046,0
850,14791.286955762473,0
851,14808.121483771898,0
852,14824.887967827655,0
853,14841.589575427408,0
854,14858.229477277428,0
855,14874.810821413304,0
856,14891.336711151387,0
857,14907.81018798316,0
858,14924.234217199055,0
859,14940.611677369528,1
860,14956.945351959392,1
861,14973.397514865814,1
862,14989.96191263551,1
863,15006.632826379118,1
864,15023.405006238749,1
865,15040.27361510817,1
866,15057.23417935761,1
867,15074.282546920142,1
868,15091.41484965472,1
869,15108.627472332186,1
870,15125.917023915885,1
871,15143.276368798775,1
872,15160.701732914204,1
873,15178.189749170495,1
874,15195.73739911621,1
875,15213.341963599825,1
876,15231.00097956405,1
877,15248.712203578045,1
878,15266.473580327658,1
879,15284.283215349556,0
880,15302.139352127295,0
881,15319.878392768802,0
882,15337.505439670425,0
883,15355.025561824703,0
884,15372.443764863921,0
885,15389.764967071224,0
886,15406.993978874107,0
887,15424.135486613624,0
888,15441.194040260256,0
889,15458.17404378737,0
890,15475.079747775986,0
891,15491.91427560807,0
892,15508.680759492714,0
893,15525.382366927357,0
894,15542.022268618051,0
895,15558.603612600175,0
896,15575.12950218988,0
897,15591.60297887845,0
898,15608.02700795613,0
899,15624.404467993205,1
900,15640.738142454304,1
901,15657.190305206901,1
902,15673.754702827217,1
903,15690.425616425804,1
904,15707.197796144697,1
905,15724.066404877572,1
906,15741.026968994567,1
907,15758.075336428665,1
908,15775.207639215267,1
909,15792.420261942887,1
910,15809.709813574937,1
911,15827.069158504797,1
912,15844.494522665831,1
913,15861.982538966393,1
914,15879.530188955063,1
915,15897.134753480357,1
916,15914.793769485004,1
917,15932.50499353819,1
918,15950.266370325802,1
919,15968.07600538453,0
920,15985.932142197958,0
921,16003.671182873759,0
922,16021.29822980834,0
923,16038.818351994301,0
924,16056.2365552148,0
925,16073.55775759714,0
926,16090.78676956904,0
927,16107.928277471758,0
928,16124.986831275983,0
929,16141.966834955274,0
930,16158.87253909084,0
931,16175.707067064704,0
932,16192.473551086157,0
933,16209.175158652815,0
934,16225.8150604709,0
935,16242.39640457596,0
936,16258.922294284308,0
937,16275.395771087384,0
938,16291.819800275585,0
939,16308.197260419334,1
940,16324.530934983402,1
941,16340.983097835648,1
942,16357.547495552393,1
943,16374.218409244282,1
944,16390.99058905344,1
945,16407.859197873633,1
946,16424.819762075094,1
947,16441.868129590886,1
948,16459.00043245651,1
949,16476.213055260538,1
950,16493.50260696649,1
951,16510.861951967727,1
952,16528.287316197704,1
953,16545.775332564863,1
954,16563.322982617865,1
955,16580.92754720529,1
956,16598.586563269957,1
957,16616.297787381125,1
958,16634.05916422474,1
959,16651.868799337557,0
960,16669.72493620324,0
961,16687.463976929503,0
962,16705.091023912817,0
963,16722.611146145835,0
964,16740.029349411772,0
965,16757.350551837993,0
966,16774.579563852272,0
967,16791.721071795913,0
968,16808.779625639658,0
969,16825.759629357115,0
970,16842.66533352954,0
971,16859.499861538963,0
972,16876.266345594726,0
973,16892.96795319448,0
974,16909.607855044498,0
975,16926.18919918037,0
976,16942.715088918456,0
977,16959.188565750228,0
978,16975.612594966122,0
979,16991.990055136594,1
980,17008.32372972646,1
981,17024.775892632882,1
982,17041.34029040258,1
983,17058.011204146183,1
984,17074.783384005816,1
985,17091.65199287524,1
986,17108.612557124678,1
987,17125.66092468721,1
988,17142.79322742179,1
989,17160.005850099253,1
990,17177.29540168295,1
991,17194.654746565844,1
992,17212.080110681272,1
993,17229.568126937567,1
994,17247.115776883278,1
995,17264.720341366898,1
996,17282.37935733112,1
997,17300.090581345117,1
998,17317.85195809473,1
999,17335.661593116623,0
