,shock_0,s_0,k_0,y_0,c_0
787,1,0.09989672899246214,28.743760899389436,3.6152389609768316,3.2540884142491384
788,1,0.09989372491836547,28.795926511609725,3.617206046823426,3.2558698610089984
789,0,0.09989088177680969,28.846314364902202,3.619103729118595,3.257588266375198
790,0,0.10009674131870269,28.894984908991812,2.962582799846172,2.6660379156947314
791,0,0.10010189116001128,28.82830420983909,2.9605301233089727,2.664175459129563
792,0,0.10010682642459869,28.763941372717138,2.9585456444089493,2.66237502911485
793,0,0.10011165440082549,28.701814910478156,2.9566271685315466,2.660634331243425
794,0,0.10011632144451141,28.641846789351952,2.954772583507958,2.658951621742046
795,0,0.10012088119983673,28.583961429881054,2.9529798304359214,2.6573248876473325
796,0,0.10012528002262114,28.52808620067342,2.9512469204853726,2.6557524961558765
797,0,0.10012957155704497,28.474150729639415,2.949571915010415,2.65423254288373
798,0,0.1001337021589279,28.422087404704197,2.947952942433205,2.6527635005170636
799,1,0.10013775229454039,28.37183069249688,2.946388178358219,2.651343488790222
800,1,0.0999214321374893,28.323317790965067,3.599292726423973,3.2396462425176416
801,1,0.09991743564605712,28.38979574112055,3.6018250283037396,3.2419399078298428
802,1,0.09991362690925597,28.454012430321793,3.6042672550785393,3.244151841273374
803,1,0.09990995228290557,28.516044274036265,3.6066227290974244,3.246285224330858
804,1,0.09990643858909606,28.575964879241194,3.6088946318628743,3.2483428219501476
805,1,0.09990305900573729,28.633845615105443,3.611086028336731,3.250327487773013
806,1,0.09989984035491942,28.68975535952131,3.613199859746162,3.252241770587103
807,1,0.09989672899246214,28.743760899392377,3.6152389609769426,3.2540884142492383
808,1,0.09989372491836547,28.795926511612567,3.6172060468235334,3.2558698610090953
809,0,0.09989088177680969,28.84631436490495,3.619103729118698,3.257588266375291
810,0,0.10009674131870269,28.894984908994466,2.962582799846253,2.6660379156948046
811,0,0.10010189116001128,28.82830420984165,2.9605301233090517,2.664175459129634
812,0,0.10010682642459869,28.76394137271961,2.9585456444090257,2.662375029114919
813,0,0.10011165440082549,28.701814910480547,2.9566271685316203,2.6606343312434917
814,0,0.10011632144451141,28.64184678935426,2.9547725835080296,2.6589516217421103
815,0,0.10012088119983673,28.58396142988328,2.95297983043599,2.6573248876473943
816,0,0.10012528002262114,28.528086200675574,2.9512469204854392,2.6557524961559364
817,0,0.10012957155704497,28.474150729641494,2.9495719150104796,2.6542325428837876
818,0,0.1001337021589279,28.422087404706204,2.9479529424332673,2.6527635005171195
819,1,0.10013775229454039,28.371830692498815,2.9463881783582795,2.651343488790276
820,1,0.0999214321374893,28.323317790966943,3.5992927264240446,3.2396462425177055
821,1,0.09991743564605712,28.389795741122363,3.601825028303809,3.241939907829905
822,1,0.09991362690925597,28.454012430323544,3.6042672550786055,3.2441518412734336
823,1,0.09990995228290557,28.516044274037956,3.6066227290974884,3.2462852243309155
824,1,0.09990643858909606,28.57596487924283,3.6088946318629365,3.2483428219502035
825,1,0.09990305900573729,28.633845615107024,3.611086028336791,3.2503274877730672
826,1,0.09989984035491942,28.689755359522838,3.61319985974622,3.252241770587155
827,1,0.09989672899246214,28.74376089939385,3.615238960976998,3.2540884142492885
828,1,0.09989372491836547,28.795926511613988,3.6172060468235867,3.255869861009143
829,0,0.09989088177680969,28.84631436490632,3.61910372911875,3.2575882663753375
830,0,0.10009674131870269,28.894984908995795,2.962582799846294,2.6660379156948415
831,0,0.10010189116001128,28.828304209842933,2.9605301233090913,2.6641754591296696
832,0,0.10010682642459869,28.76394137272085,2.958545644409064,2.6623750291149535
833,0,0.10011165440082549,28.701814910481744,2.9566271685316576,2.660634331243525
834,0,0.10011632144451141,28.641846789355416,2.9547725835080656,2.6589516217421427
835,0,0.10012088119983673,28.583961429884397,2.952979830436025,2.6573248876474254
836,0,0.10012528002262114,28.52808620067665,2.951246920485473,2.6557524961559666
837,0,0.10012957155704497,28.474150729642535,2.949571915010512,2.654232542883817
838,0,0.1001337021589279,28.42208740470721,2.9479529424332993,2.652763500517148
839,1,0.10013775229454039,28.37183069249979,2.9463881783583097,2.651343488790303
840,1,0.0999214321374893,28.32331779096788,3.59929272642408,3.2396462425177375
841,1,0.09991743564605712,28.38979574112327,3.6018250283038435,3.2419399078299365
842,1,0.09991362690925597,28.454012430324422,3.604267255078639,3.244151841273464
843,1,0.09990995228290557,28.516044274038805,3.606622729097521,3.246285224330945
844,1,0.09990643858909606,28.575964879243646,3.6088946318629676,3.2483428219502315
845,1,0.09990305900573729,28.633845615107816,3.6110860283368207,3.250327487773094
846,1,0.09989984035491942,28.689755359523602,3.6131998597462487,3.2522417705871813
