episodes_total,1 households,2 households,3 households,4 households,5 households
1005,37.852566982229575,32.682410037052634,28.95959907540757,20.61915174583871,24.07262625298886
1010,38.309688969388304,32.539808335152365,28.98133270859183,20.782263631371737,24.00759397997528
1015,38.65171599005803,32.540272890005404,29.01316859716582,20.73294530617461,23.94432624989373
1020,39.034535178290064,32.481811072645854,29.048765326505357,20.844088264236422,23.94983859347057
1025,39.2894687684846,32.43124351165598,29.0527078554855,20.76996889950845,23.94236638284564
1030,39.54599029835962,32.48631381398974,29.074411139250884,20.98230021115614,23.737306106074424
1035,39.73697229427042,32.445279133419795,29.111097075784205,20.65558040727439,23.84872471016876
1040,39.80139428630965,32.48902457419094,29.02283212532384,20.906905853757,23.868764744415817
1045,39.80199497297339,32.488313404343714,29.07082833227964,20.65956831337573,24.019041239477907
1050,39.79296795851342,32.51259072317178,29.108071907555185,20.864187940649504,24.131305899145605
1055,39.77933801700407,32.56492539509819,29.10411432811948,20.76766818011924,24.41515403532751
1060,39.78157327111428,32.58297113664715,29.08993185410625,21.070031962233777,24.587708624107982
1065,39.76548698839887,32.6160117093803,29.08612859073332,20.97454112211523,24.39854929556575
1070,39.75973038459473,32.634652182596994,29.051656722608243,20.94725497499373,24.26619301677891
1075,39.737933240657846,32.638913913236195,28.992136364751737,20.948141911575703,24.33028504015243
1080,39.70290785027626,32.68187538885197,29.047094420365784,21.134863068444407,24.36752250789885
1085,39.71403037631125,32.722530703810655,28.991448100135397,21.17388208162084,24.21687601042109
1090,39.69828952276267,32.75669360356574,28.98150740559701,21.016554969079987,24.207072930349764
1095,39.67502900607428,32.77286766526557,28.976298002143974,20.719016466578797,24.227447191669548
1100,39.702015415645576,32.78165194351966,29.00089875693593,20.813272688147872,24.295351686444228
1105,39.7393560882468,32.79007948117602,28.901027290588637,20.97838878969284,24.24732012993443
1110,39.76669066970621,32.78510744196043,29.092133505258648,21.47448437506373,24.243279504306408
1115,39.76205743989045,32.80286105264897,29.091797792857044,22.05294166726554,24.19565679793514
1120,39.77556358120962,32.80838368554105,29.093146616527864,22.363243549692804,24.27249118169362
1125,39.77850325581189,32.803838674716935,29.159396453706435,22.50427120338274,24.29820085203908
1130,39.78905793083243,32.792426617333305,29.143656292547977,22.34254400456792,24.258652483021844
1135,39.78192441000007,32.80022853850002,29.141294124551465,22.13551958989516,24.217604496927795
1140,39.78904767560998,32.80703585248851,29.14003873220078,21.657176762652256,24.000698622243533
1145,39.76504816429704,32.81185649450894,29.16727382965601,21.31251637181372,24.08928506497413
1150,39.78652299447669,32.80713522156313,29.212656323739967,21.09159729922174,24.17365551794096
1155,39.75118037644643,32.80331047995313,29.20756267924573,21.03222999620333,24.27104628096218
1160,39.67350427948075,32.80671433781848,29.20554549429719,21.04853795067925,24.417338764641173
1165,39.55482337992271,32.790616087259124,29.204565173968472,21.429490008516552,24.42276680578408
1170,39.67875384130345,32.810060635144104,29.196424808022464,21.62685692291029,24.51646562354148
1175,39.76975391621814,32.781516507367165,29.203798886408773,21.62429650812197,24.57186759299401
1180,39.53724939826576,32.76646135583427,29.18021424839708,21.503142432696684,24.536658033131687
1185,38.88044427244063,32.75221140818977,29.172386109190324,21.513224197973404,24.478719744239
1190,38.43869825054271,32.70117768393459,29.18310974008655,21.260462860562157,24.37193762033881
1195,38.50009431079633,32.72222982250132,29.17989974043018,21.45160073305704,24.3961375216346
1200,38.69610690852735,32.73160281798217,29.170943477506583,21.41209295666758,24.372398580222303
1205,39.32558721374237,32.70660761496352,29.260322982662824,21.52809311826234,24.397045184924806
1210,39.670305259729126,32.68798692443626,29.17250895324105,21.588381864384065,24.304411825274062
1215,39.7172798519369,32.717726924035205,29.28881684588637,21.54677194586278,24.2682050688908
1220,39.71229859305655,32.733564819951184,29.251434282380824,21.307729688034986,24.099113535931536
1225,39.60911424019744,32.72192702984752,29.221976024260265,21.296983904654457,24.298418735347187
1230,39.48349595427272,32.7236262755617,29.234200156975657,21.27616298655749,24.512932618906078
1235,39.69212218530635,32.707869774450785,29.238773169012028,21.490275260516427,24.57471388420003
1240,39.68604614735122,32.701917070198775,29.228508241705025,21.641295129403492,24.698532943729973
1245,39.4193582128955,32.712093010833186,29.2349311986338,21.734568676224644,24.817705568470416
1250,38.757956229983,32.71757000660023,29.19717093851097,21.788405384956352,24.83795875997209
1255,37.39240005173742,32.741814157671435,29.231718202862652,21.767800949765075,24.86906114233193
1260,36.37493557894732,32.76160824838416,29.18271479119065,21.74258502011555,24.91158233883238
1265,35.15621613963852,32.773349671767576,29.22354814575545,22.00196037557667,24.902755275872074
1270,33.540274129532015,32.775919462873865,29.24007500164627,21.90178136471146,24.872337733890607
1275,32.33481845785732,32.77967310863623,29.208779347013557,22.09132858190636,24.89475996377962
1280,31.94740569815252,32.78340004289989,29.173206535851232,22.174852008162745,24.87741086208781
1285,32.090462335228494,32.768339937399055,29.192574509556767,22.115256544424565,24.888422978150988
1290,32.5609126118704,32.791139061988275,29.22074739661752,22.1249832948906,24.8826930132393
1295,33.32138747053648,32.764720591521595,29.224493490251835,22.073981101834484,24.872751150548268
1300,33.099168848955564,32.70762393173327,29.225078077240628,22.04390140412391,24.869303875171216
1305,33.21881037994046,32.70487668857756,29.264196549017534,22.441138932340227,24.85697245351072
1310,33.429345854500994,32.68563478341973,29.245715282301585,22.99098178459991,24.856451346006324
1315,33.86388248677784,32.70017003058069,29.290114283594164,22.564301149035163,24.84142242966975
1320,34.82495541302451,32.684628461194,29.26105736836796,22.55798950197953,24.851208150429382
1325,35.889198218126175,32.71272697828598,29.25465287630881,22.756673199299826,24.8694402682234
1330,36.86413436200715,32.69746388977193,29.224347521603416,22.837466454982675,24.85260232376169
1335,37.86002441673968,32.668511571625686,29.23596135260034,22.767510179323253,24.840761691153485
1340,38.79939258299857,32.62290094351236,29.274753289272056,22.83216309371281,24.846275732776107
1345,39.46721129906699,32.597048887287805,29.27687808597577,22.69164463300681,24.898178903926212
1350,39.69399167374239,32.58341572919727,29.288712568745492,22.716291556252724,24.910098575534647
1355,39.658530492254606,32.57600598467464,29.297382898033337,22.64243602889541,24.910900012562347
1360,39.16705236623013,32.627427114937284,29.29044758131024,22.58963765028254,24.902419151219195
1365,38.056127814346816,32.5843124156366,29.263702644286017,22.41248463518747,24.89428162100761
1370,36.34082667045833,32.57806592976122,29.274699280403667,22.76348729543589,24.87754759947237
1375,34.21302025848539,32.56744480455853,29.28729745107041,22.76079860351512,24.855787846096483
1380,32.890063388390935,32.47474441942527,29.26116287594306,22.658927000336707,24.903987221353205
1385,31.536922859109477,32.48181568894335,29.257296260999265,22.78731871747757,24.906640881631077
1390,30.757991295581647,32.44350753678572,29.272371464562333,22.902249380690424,24.873915240879565
1395,29.961956736650457,32.464095752018274,29.23460919958197,22.967002571362585,24.87753783489449
1400,29.709842986569697,32.47105153699165,29.26640840190504,23.00664752286746,24.88443704246948
1405,29.698589044387067,32.40541220561235,29.25684949524113,23.267682847916653,24.890618774931035
1410,29.744477047605816,32.38634571859765,29.26383661073068,23.42973965733336,24.88383670204397
1415,29.71062963698199,32.37891594638733,29.30208474816988,23.36381862239098,24.884087008534628
1420,29.578528910820925,32.39320231250839,29.29459312827654,23.30532011066232,24.898019923286007
1425,29.269887127452236,32.43837852353728,29.304362471626376,23.3796967066504,24.89860908704032
1430,29.05110453616128,32.4642671803189,29.28910842497107,23.369257690601568,24.896838555781528
1435,28.629327362960627,32.41669940434018,29.2821424946595,23.340618948292253,24.896540877651187
1440,28.74120825294113,32.44907260819079,29.270813879536465,23.392807580694555,24.88920003196116
1445,29.02165367319974,32.32854994549715,29.293869017340867,23.39939796466743,24.83467568914211
1450,29.476476832943835,32.36967406512279,29.31489626800048,23.3667692675928,24.89814343829613
1455,30.213235201020527,32.379124974608544,29.31299218328642,23.252482959485807,24.875532743191187
1460,30.83221632875628,32.286471635740114,29.314796587215053,23.36696846266851,24.740534036010395
1465,31.40479790505969,32.288103691119346,29.325599864218184,23.798650426390196,24.721088022323254
1470,32.15078146262432,32.3296521553412,29.32867027922603,23.274087505613995,24.698143332655093
1475,32.998334777804,32.249316906961454,29.322173384247883,23.255196618596305,24.66440739259109
1480,34.25309862835476,32.28624956292183,29.27562419270035,23.520013464793752,24.73420109309305
1485,34.83039878809292,32.30634318821883,29.30316642868328,23.862607932400017,24.677704686001107
1490,35.258006381466714,32.33530209082678,29.27663434402304,23.16573198256195,24.64901311374909
1495,35.779341011897856,32.4303283352467,29.28560809884494,23.109089718452395,24.69339926637469
1500,36.41413126253767,32.41834610030006,29.32266283059865,23.037536148187,24.690956220924942
