,shock,investment,durable_stock,y_list
171,1,0.1755579710006714,10.93985652923584,2.7528582527931746
172,1,0.1750854104757309,10.98554801940918,2.75664716743746
173,1,0.1746506616473198,11.028775215148926,2.7602220258682126
174,1,0.1742500513792038,11.069698333740234,2.763597698518608
175,1,0.17388031631708145,11.108467102050781,2.7667879589438056
176,1,0.17353853583335876,11.145218849182129,2.7698053593940446
177,1,0.1732221096754074,11.180078506469727,2.772661260743857
178,1,0.17292870581150055,11.21316146850586,2.7753660925670425
179,1,0.17265626788139343,11.244575500488281,2.7779295297296036
180,1,0.17240292578935623,11.274419784545898,2.7803604321188975
181,1,0.17216704785823822,11.30278491973877,2.782666860753748
182,1,0.17194713652133942,11.329756736755371,2.7848564015404955
183,1,0.17174184322357178,11.355414390563965,2.78693602120112
184,1,0.1715499758720398,11.379831314086914,2.7889121548782287
185,1,0.17137045413255692,11.403076171875,2.7907907919992985
186,1,0.17120230197906494,11.425211906433105,2.792577406784384
187,1,0.17104461789131165,11.44629955291748,2.7942772727207337
188,1,0.17089662700891495,11.46639347076416,2.795895083493758
189,1,0.17075758427381516,11.485547065734863,2.7974354192646107
190,1,0.17062684893608093,11.50380802154541,2.798902367058835
191,0,0.17050380259752274,11.521224021911621,1.6801799907904247
192,0,0.0,11.34685230255127,1.6717454351972736
193,0,0.0,10.89297866821289,1.6493759546510596
194,0,0.0,10.457259178161621,1.6273057579843324
195,0,0.0,10.038969039916992,1.6055309107155789
196,0,0.0,9.637410163879395,1.5840474127988418
197,0,0.0,9.251914024353027,1.5628514050893403
198,0,0.0,8.881837844848633,1.5419390265780648
199,0,0.0,8.526564598083496,1.5213064689422748
200,0,0.0,8.185502052307129,1.5009499806374873
201,0,0.0,7.858081817626953,1.4808658692165149
202,0,0.004314601421356201,7.543758392333984,1.461050501558665
203,0,0.01446792483329773,7.248311996459961,1.4419142485416268
204,0,0.023465484380722046,6.979240894317627,1.4240261536971042
205,0,0.03074091672897339,6.733486652374268,1.4072798346432878
206,0,0.0364120751619339,6.507408142089844,1.3915086766605844
207,0,0.04088558256626129,6.297779560089111,1.3765535905423443
208,0,0.04461918771266937,6.102149486541748,1.3622932395522727
209,0,0.04804687201976776,5.918848037719727,1.3486508674587754
210,0,0.05154597759246826,5.74689245223999,1.3355931298492452
211,0,0.05538265407085419,5.5858612060546875,1.3231254093676035
212,0,0.05963928997516632,5.435705184936523,1.3112808186029399
213,0,0.06419007480144501,5.296480655670166,1.3001010296455364
214,0,0.06878569722175598,5.168075084686279,1.2896140982111661
215,0,0.07320211827754974,5.0500593185424805,1.2798206156300949
216,0,0.07733556628227234,4.941742420196533,1.2706961028758268
