Wall time,Step,Value
1627933333.9325578,5000,3.2942981719970703
1627933337.6550188,10000,3.4903178215026855
1627933341.2192056,15000,3.6856985092163086
1627933344.728724,20000,3.874238967895508
1627933348.244274,25000,4.061456680297852
1627933351.7600749,30000,4.241729736328125
1627933355.5332575,35000,4.426620006561279
1627933359.0478888,40000,4.603904724121094
1627933362.596524,45000,4.781842231750488
1627933366.1998022,50000,4.962520599365234
1627933369.9827807,55000,5.139631748199463
1627933373.530147,60000,5.322461128234863
1627933377.047194,65000,5.505053997039795
1627933380.5220842,70000,5.684557914733887
1627933384.0340033,75000,5.8687944412231445
1627933387.6843672,80000,6.056613922119141
1627933391.2193062,85000,6.248239040374756
1627933394.7256172,90000,6.443427562713623
1627933398.5834422,95000,6.642006874084473
1627933402.0837445,100000,6.840575218200684
1627933405.5817204,105000,7.045098304748535
1627933409.0951982,110000,7.25532341003418
1627933412.8773286,115000,7.469988822937012
1627933416.3638852,120000,7.695814609527588
1627933420.0291433,125000,7.916959762573242
1627933423.616695,130000,8.135503768920898
1627933427.0992596,135000,8.356250762939453
1627933430.5453622,140000,8.577425003051758
1627933434.007437,145000,8.804707527160645
1627933437.46512,150000,9.035069465637207
1627933440.9441576,155000,9.26700496673584
1627933444.4196959,160000,9.499028205871582
1627933447.9142067,165000,9.736359596252441
1627933451.3905983,170000,9.978191375732422
1627933454.8953874,175000,10.219968795776367
1627933458.4874027,180000,10.46445369720459
1627933461.9507334,185000,10.717082023620605
1627933465.4257681,190000,10.963187217712402
1627933468.8890438,195000,11.20972728729248
1627933472.3651843,200000,11.464973449707031
1627933475.8420267,205000,11.71242904663086
1627933479.387071,210000,11.962017059326172
1627933483.155469,215000,12.203847885131836
1627933486.8780332,220000,12.446905136108398
1627933490.3610287,225000,12.681795120239258
1627933493.8292186,230000,12.911674499511719
1627933497.4383926,235000,13.139405250549316
1627933500.897791,240000,13.359867095947266
1627933504.4075563,245000,13.578052520751953
1627933507.866693,250000,13.794846534729004
1627933511.3762095,255000,14.006637573242188
1627933514.8657632,260000,14.213020324707031
1627933518.3350418,265000,14.41221809387207
1627933521.8058462,270000,14.610211372375488
1627933525.303808,275000,14.806276321411133
1627933528.8182852,280000,15.006916046142578
1627933532.3524468,285000,15.20195484161377
1627933535.8169153,290000,15.394805908203125
1627933539.3719609,295000,15.584946632385254
1627933542.852484,300000,15.778854370117188
1627933546.317442,305000,15.963190078735352
1627933549.7672276,310000,16.140331268310547
1627933553.2197683,315000,16.301494598388672
1627933556.756832,320000,16.46206283569336
1627933560.260971,325000,16.618896484375
1627933563.753788,330000,16.761886596679688
1627933567.4801779,335000,16.901147842407227
1627933570.9682417,340000,17.036636352539062
1627933574.4494395,345000,17.164873123168945
1627933578.1078742,350000,17.286821365356445
1627933581.609199,355000,17.401426315307617
1627933585.0797548,360000,17.5041446685791
1627933588.8305655,365000,17.60340690612793
1627933592.4671721,370000,17.700716018676758
1627933595.9454448,375000,17.792675018310547
1627933599.4101026,380000,17.879505157470703
1627933602.8626633,385000,17.964561462402344
1627933606.3104446,390000,18.045522689819336
1627933609.7903068,395000,18.124916076660156
1627933613.237999,400000,18.198877334594727
1627933616.6991518,405000,18.265506744384766
1627933620.3453338,410000,18.323055267333984
1627933623.780706,415000,18.36905288696289
1627933627.2371862,420000,18.408527374267578
1627933630.7419047,425000,18.440160751342773
1627933634.2357693,430000,18.461244583129883
1627933637.7028825,435000,18.4739990234375
1627933641.155595,440000,18.476518630981445
1627933644.6281428,445000,18.47591781616211
1627933648.0895178,450000,18.47087860107422
1627933651.5764315,455000,18.455768585205078
1627933655.0081415,460000,18.435396194458008
1627933658.4657938,465000,18.408382415771484
1627933661.9279335,470000,18.379667282104492
1627933665.4164948,475000,18.343442916870117
1627933668.9077852,480000,18.306041717529297
1627933672.3725944,485000,18.267953872680664
1627933676.1065724,490000,18.227630615234375
1627933679.86212,495000,18.1756591796875
1627933683.3078485,500000,18.123523712158203
1627933686.780906,505000,18.066316604614258
1627933690.2809932,510000,17.996171951293945
1627933693.7751987,515000,17.922739028930664
1627933697.2453983,520000,17.862045288085938
1627933700.8259819,525000,17.804641723632812
1627933704.3938801,530000,17.746614456176758
1627933707.8673968,535000,17.680782318115234
1627933711.3468285,540000,17.61168098449707
1627933714.8568404,545000,17.53661346435547
1627933718.3508513,550000,17.463449478149414
1627933721.8603945,555000,17.39411735534668
1627933725.339412,560000,17.326007843017578
1627933728.8824198,565000,17.254684448242188
1627933732.3851492,570000,17.201759338378906
1627933735.8777623,575000,17.15101432800293
1627933739.4655817,580000,17.090473175048828
1627933743.1050239,585000,17.03019905090332
1627933746.5782034,590000,16.965112686157227
1627933750.035478,595000,16.903820037841797
1627933753.5705938,600000,16.811111450195312
1627933757.1569135,605000,16.707229614257812
1627933760.64622,610000,16.59943962097168
1627933764.135853,615000,16.525964736938477
1627933767.7920423,620000,16.430906295776367
1627933771.2920358,625000,16.33322525024414
1627933775.1356683,630000,16.233436584472656
1627933778.6003847,635000,16.167144775390625
1627933782.3039913,640000,16.087255477905273
1627933785.805301,645000,16.032123565673828
1627933789.3038175,650000,15.96653938293457
1627933792.8949862,655000,15.863797187805176
1627933796.3611386,660000,15.796287536621094
1627933799.8324592,665000,15.767180442810059
1627933803.3150024,670000,15.759845733642578
1627933806.813395,675000,15.727212905883789
1627933810.578152,680000,15.715584754943848
1627933814.1726208,685000,15.670185089111328
1627933817.6570396,690000,15.612814903259277
1627933821.519508,695000,15.574077606201172
1627933825.053297,700000,15.559054374694824
1627933828.5780659,705000,15.536905288696289
1627933832.0706458,710000,15.534419059753418
1627933835.5538008,715000,15.532012939453125
1627933839.0371351,720000,15.561604499816895
1627933842.8624485,725000,15.561643600463867
1627933846.46901,730000,15.564852714538574
1627933850.1166863,735000,15.571310043334961
1627933853.751168,740000,15.552641868591309
1627933857.4543736,745000,15.547582626342773
1627933860.9633415,750000,15.546788215637207
1627933864.5139344,755000,15.55313491821289
1627933868.0095506,760000,15.570548057556152
1627933871.5141675,765000,15.585575103759766
1627933875.1548214,770000,15.622827529907227
1627933878.6543758,775000,15.625066757202148
1627933882.4265337,780000,15.6088228225708
1627933885.9447129,785000,15.573312759399414
1627933889.4357798,790000,15.537665367126465
1627933893.1107595,795000,15.496562957763672
1627933896.6149507,800000,15.484123229980469
1627933900.3657691,805000,15.488544464111328
1627933903.891554,810000,15.506083488464355
1627933907.4953723,815000,15.504730224609375
1627933911.0685205,820000,15.497541427612305
1627933914.5682545,825000,15.479398727416992
1627933918.0562081,830000,15.46646499633789
1627933921.5721354,835000,15.438400268554688
1627933925.0999382,840000,15.383055686950684
1627933928.8424957,845000,15.29806137084961
1627933932.5768476,850000,15.196672439575195
1627933936.873322,855000,15.066854476928711
1627933940.3742266,860000,14.938441276550293
1627933943.8393457,865000,14.857728958129883
1627933947.5723763,870000,14.788662910461426
1627933951.0563586,875000,14.713170051574707
1627933955.0140746,880000,14.613792419433594
1627933958.5078547,885000,14.551633834838867
1627933961.979334,890000,14.454237937927246
1627933965.4545908,895000,14.348616600036621
1627933968.950354,900000,14.250778198242188
1627933972.4309027,905000,14.221624374389648
1627933975.8907182,910000,14.184818267822266
1627933979.620348,915000,14.140216827392578
1627933983.3376415,920000,14.07289981842041
1627933986.829341,925000,13.98037052154541
1627933990.3308024,930000,13.806150436401367
1627933994.2372026,935000,13.53804874420166
1627933997.9368455,940000,13.487117767333984
1627934001.4108734,945000,13.442276000976562
1627934004.8828056,950000,13.379683494567871
1627934008.5336368,955000,13.309662818908691
1627934011.9798453,960000,13.257858276367188
1627934015.613033,965000,13.21722412109375
1627934019.066223,970000,13.180442810058594
1627934022.5105402,975000,13.158171653747559
1627934025.9485972,980000,13.11196231842041
1627934029.3915713,985000,13.07397747039795
1627934032.8167613,990000,13.047879219055176
1627934036.2702103,995000,13.01512336730957
1627934039.733406,1000000,12.955867767333984
1627934043.2116241,1005000,12.874053001403809
1627934046.6597908,1010000,12.790878295898438
1627934050.3710618,1015000,12.733665466308594
1627934053.8207307,1020000,12.679920196533203
1627934057.2598069,1025000,12.624286651611328
1627934060.7062294,1030000,12.613104820251465
1627934064.2795963,1035000,12.645219802856445
1627934067.7569995,1040000,12.687549591064453
1627934071.225784,1045000,12.731195449829102
1627934074.6802998,1050000,12.774700164794922
1627934078.1561387,1055000,12.82111644744873
1627934081.630677,1060000,12.862162590026855
1627934085.4049685,1065000,12.914480209350586
1627934088.8873613,1070000,12.96369457244873
1627934092.3692973,1075000,12.984182357788086
1627934095.8559709,1080000,13.054825782775879
1627934099.3887696,1085000,13.155559539794922
1627934102.8660896,1090000,13.201822280883789
1627934106.4388304,1095000,13.263354301452637
1627934109.9339974,1100000,13.348265647888184
1627934113.4163384,1105000,13.381035804748535
1627934116.8733,1110000,13.405954360961914
1627934120.3642197,1115000,13.432494163513184
1627934123.8550618,1120000,13.454529762268066
1627934127.3414485,1125000,13.488648414611816
1627934131.6946635,1130000,13.52373218536377
1627934135.2087326,1135000,13.548503875732422
1627934138.7329147,1140000,13.490968704223633
1627934142.404063,1145000,13.4745512008667
1627934145.9338465,1150000,13.443147659301758
1627934149.4512954,1155000,13.392251968383789
1627934153.0180895,1160000,13.34409236907959
1627934156.4782393,1165000,13.3157958984375
1627934160.0540202,1170000,13.290129661560059
1627934163.592983,1175000,13.308454513549805
1627934167.3236778,1180000,13.322278022766113
1627934170.777208,1185000,13.377906799316406
1627934174.330578,1190000,13.414052963256836
1627934178.0089955,1195000,13.483474731445312
1627934181.4452143,1200000,13.463767051696777
1627934185.1472878,1205000,13.43773365020752
1627934188.644321,1210000,13.455146789550781
1627934192.1269996,1215000,13.52849292755127
1627934195.873252,1220000,13.657410621643066
1627934199.3462472,1225000,13.7695951461792
1627934202.94428,1230000,13.861797332763672
1627934206.438341,1235000,13.991455078125
1627934209.9400194,1240000,14.01733684539795
1627934213.3996155,1245000,13.978337287902832
1627934217.2729318,1250000,13.98101806640625
1627934220.9632373,1255000,13.974166870117188
1627934224.4534023,1260000,13.958428382873535
1627934227.9354372,1265000,13.955495834350586
1627934231.407754,1270000,13.911999702453613
1627934234.9021025,1275000,13.879796981811523
1627934238.463218,1280000,13.829471588134766
1627934241.927392,1285000,13.80536937713623
1627934245.395714,1290000,13.821175575256348
1627934250.035221,1295000,13.841179847717285
1627934253.5473502,1300000,13.908099174499512
1627934257.0590594,1305000,13.95772933959961
1627934260.549198,1310000,13.995924949645996
1627934264.0586212,1315000,14.05321216583252
1627934267.5424826,1320000,14.135446548461914
1627934272.052213,1325000,14.1917085647583
1627934275.5860128,1330000,14.201813697814941
1627934279.0945444,1335000,14.1885986328125
1627934282.5811827,1340000,14.227239608764648
1627934286.077845,1345000,14.277055740356445
1627934289.564107,1350000,14.364462852478027
1627934293.0760703,1355000,14.454264640808105
1627934296.5644,1360000,14.536233901977539
1627934300.1006548,1365000,14.598959922790527
1627934304.0050507,1370000,14.672451972961426
1627934307.5318687,1375000,14.734841346740723
1627934311.0414069,1380000,14.794678688049316
1627934314.5775356,1385000,14.826496124267578
1627934318.090159,1390000,14.834181785583496
1627934321.5899827,1395000,14.860861778259277
1627934325.0968993,1400000,14.857207298278809
1627934329.631264,1405000,14.867166519165039
1627934333.11488,1410000,14.86233901977539
1627934336.7235205,1415000,14.834050178527832
1627934340.2000136,1420000,14.813547134399414
1627934343.692866,1425000,14.804985046386719
1627934347.1869826,1430000,14.805481910705566
1627934350.8026164,1435000,14.798643112182617
1627934354.3174138,1440000,14.756528854370117
1627934357.8169703,1445000,14.720529556274414
1627934361.309773,1450000,14.676004409790039
1627934364.7977092,1455000,14.642217636108398
1627934368.264198,1460000,14.612712860107422
1627934371.7390037,1465000,14.589011192321777
1627934375.1963685,1470000,14.536764144897461
1627934378.6867847,1475000,14.487865447998047
1627934383.412681,1480000,14.42233943939209
1627934386.931109,1485000,14.353911399841309
