Wall time,Step,Value
1625621646.6872199,56320,2.554319381713867
1625621708.851069,112640,3.267174243927002
1625621748.307319,168960,4.002872943878174
1625621784.7169962,225280,4.77150297164917
1625621831.003077,281600,5.59517240524292
1625621876.769738,337920,6.486632347106934
1625621915.7923808,394240,7.46058988571167
1625621955.7762501,450560,8.575360298156738
1625622000.799435,506880,9.821015357971191
1625622042.308637,563200,11.09382438659668
1625622080.641796,619520,12.464044570922852
1625622122.70206,675840,13.849014282226562
1625622162.1750479,732160,15.18129825592041
1625622201.9139688,788480,16.482542037963867
1625622243.1619442,844800,17.679821014404297
1625622281.73576,901120,18.224102020263672
1625622322.184821,957440,18.579524993896484
1625622362.640169,1013760,18.83342933654785
1625622404.814589,1070080,18.9962100982666
1625622443.411582,1126400,19.163537979125977
1625622483.640456,1182720,19.294525146484375
1625622522.762151,1239040,19.416927337646484
1625622560.073174,1295360,19.556751251220703
1625622604.0667572,1351680,19.78984832763672
1625622642.60589,1408000,20.037073135375977
1625622678.968544,1464320,20.177997589111328
1625622721.463135,1520640,20.33139991760254
1625622759.7995021,1576960,20.410940170288086
1625622796.800031,1633280,20.425622940063477
1625622836.910948,1689600,20.426326751708984
1625622876.096394,1745920,20.426326751708984
1625622912.1135428,1802240,20.426326751708984
1625622951.8268979,1858560,20.426326751708984
1625622990.1622,1914880,20.426326751708984
1625623026.3971999,1971200,20.426326751708984
1625623066.627191,2027520,20.426326751708984
1625623109.916817,2083840,20.426326751708984
1625623145.633992,2140160,20.426326751708984
1625623182.409635,2196480,20.426326751708984
1625623220.259697,2252800,20.426326751708984
1625623259.531486,2309120,20.426326751708984
1625623297.568835,2365440,20.426326751708984
1625623335.794924,2421760,20.426326751708984
1625623373.07889,2478080,20.426326751708984
1625623410.569487,2534400,20.426326751708984
1625623449.251904,2590720,20.426326751708984
1625623487.0327098,2647040,20.426326751708984
1625623523.154615,2703360,20.426326751708984
1625623563.335971,2759680,20.426326751708984
1625623603.6556659,2816000,20.426326751708984
1625623639.0052328,2872320,20.426326751708984
1625623684.602823,2928640,20.426326751708984
1625623724.496832,2984960,20.426326751708984
1625623766.854423,3041280,20.426326751708984
1625623811.5219588,3097600,20.426326751708984
1625623851.6955001,3153920,20.426326751708984
1625623892.221636,3210240,20.426326751708984
1625623939.5368829,3266560,20.426326751708984
1625623980.921272,3322880,20.426326751708984
1625624022.349664,3379200,20.426326751708984
1625624064.7848058,3435520,20.426326751708984
1625624109.171507,3491840,20.426326751708984
1625624156.0977511,3548160,20.426326751708984
1625624198.468132,3604480,20.426326751708984
1625624241.733597,3660800,20.426326751708984
1625624286.274795,3717120,20.426326751708984
1625624327.419307,3773440,20.426326751708984
1625624372.0036218,3829760,20.426326751708984
1625624421.628907,3886080,20.4080810546875
1625624465.019972,3942400,19.48954200744629
1625624511.85057,3998720,18.09105682373047
1625624554.531025,4055040,14.906599998474121
1625624599.485114,4111360,11.115096092224121
1625624649.791383,4167680,7.301307678222656
1625624692.04337,4224000,4.715080261230469
1625624736.515902,4280320,3.381510019302368
1625624792.963066,4336640,2.766934633255005
1625624832.1028721,4392960,2.5359947681427
1625624885.110306,4449280,2.6601672172546387
1625624935.536582,4505600,3.393477439880371
1625624976.870622,4561920,3.535069465637207
1625625033.826387,4618240,3.964942455291748
1625625075.716945,4674560,4.545868873596191
1625625129.1183941,4730880,5.814601421356201
1625625172.781106,4787200,6.428732872009277
1625625220.580669,4843520,7.247485160827637
1625625272.807677,4899840,7.8708953857421875
1625625314.1052742,4956160,8.096396446228027
1625625373.013689,5012480,7.228810787200928
1625625418.115474,5068800,7.075074195861816
1625625461.14334,5125120,7.812040328979492
1625625513.757719,5181440,8.758968353271484
1625625558.353591,5237760,8.838449478149414
1625625612.7104142,5294080,8.082036972045898
1625625659.376949,5350400,7.286534786224365
1625625703.565115,5406720,6.928194522857666
1625625753.135094,5463040,7.239765644073486
1625625796.581555,5519360,7.893771648406982
1625625849.3233888,5575680,8.211906433105469
1625625899.9841988,5632000,7.997500419616699
1625625941.986654,5688320,7.186882495880127
1625625995.7547278,5744640,6.91351318359375
1625626045.003744,5800960,6.666660785675049
1625626093.059673,5857280,6.782840728759766
1625626138.547282,5913600,6.796685695648193
1625626187.28001,5969920,6.6621623039245605
1625626242.496964,6026240,7.263566017150879
1625626286.620755,6082560,7.666067600250244
1625626341.0260339,6138880,8.22584342956543
1625626391.0550988,6195200,7.988720417022705
1625626442.557577,6251520,8.231905937194824
1625626494.5994291,6307840,8.8119478225708
1625626539.9055932,6364160,8.653438568115234
1625626599.385813,6420480,8.354486465454102
1625626642.180575,6476800,8.79100513458252
1625626696.4754539,6533120,8.693124771118164
1625626747.241497,6589440,8.421225547790527
1625626792.044927,6645760,8.336902618408203
1625626847.723273,6702080,8.178237915039062
1625626891.200085,6758400,8.207253456115723
1625626955.9806101,6814720,8.29608154296875
1625626998.8791301,6871040,7.981541633605957
1625627046.766828,6927360,8.375274658203125
1625627104.771185,6983680,8.711943626403809
1625627149.3425322,7040000,8.90218448638916
1625627205.728189,7096320,8.406574249267578
1625627254.674261,7152640,8.701753616333008
1625627311.993578,7208960,8.853131294250488
1625627360.249892,7265280,8.559377670288086
1625627423.2242339,7321600,8.209588050842285
1625627472.294496,7377920,8.288025856018066
1625627525.940172,7434240,8.691224098205566
1625627575.765889,7490560,9.086731910705566
1625627631.720656,7546880,8.854944229125977
1625627689.989154,7603200,8.392717361450195
1625627734.780249,7659520,8.038141250610352
1625627796.102894,7715840,7.905945301055908
1625627842.572182,7772160,8.056159973144531
1625627900.4287958,7828480,8.525714874267578
1625627950.561315,7884800,9.072277069091797
1625628005.7919621,7941120,8.93198299407959
1625628055.995017,7997440,8.322529792785645
1625628108.533277,8053760,8.528626441955566
1625628167.107937,8110080,8.435314178466797
1625628209.709174,8166400,7.924478530883789
1625628270.256188,8222720,7.678420543670654
1625628322.018616,8279040,7.850704669952393
1625628375.9088871,8335360,7.5921549797058105
1625628433.17177,8391680,7.716126441955566
1625628488.7505531,8448000,7.848484516143799
1625628535.759234,8504320,7.6553053855896
1625628592.4869812,8560640,6.5987162590026855
1625628646.552145,8616960,6.38140344619751
1625628692.160426,8673280,6.487462520599365
1625628753.7619789,8729600,6.34559965133667
1625628800.453249,8785920,6.443754196166992
